hamburger meat,citrus fruit,whole milk,butter,yogurt,cat food,hygiene articles,shopping bags,,,,,,,,,,,,,,,,,,,,,
frozen fish,sugar,cake bar,chocolate marshmallow,candy,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,onions,yogurt,sliced cheese,rolls/buns,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,curd,yogurt,soft cheese,brown bread,fruit/vegetable juice,chewing gum,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,frozen vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,packaged fruit/vegetables,whole milk,dessert,beverages,frozen vegetables,domestic eggs,brown bread,pastry,margarine,mustard,coffee,soda,bottled beer,,,,,,,,,,,,,,,
yogurt,beverages,frozen meals,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,white bread,make up remover,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
curd,dog food,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,pastry,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,other vegetables,candy,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,soda,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,
tidbits,rolls/buns,instant coffee,soda,waffles,,,,,,,,,,,,,,,,,,,,,,,,
curd,rolls/buns,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,
hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,rolls/buns,canned fish,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,misc. beverages,canned beer,liquor,cake bar,,,,,,,,,,,,,,,,,,,,,,,
coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,whole milk,coffee,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,whole milk,pastry,bottled water,soda,bottled beer,canned beer,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,soft cheese,rolls/buns,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,fruit/vegetable juice,long life bakery product,waffles,,,,,,,,,,,,,,,,,,,,,,,,,
ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-finished bread,long life bakery product,waffles,detergent,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,cat food,coffee,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,
beef,rolls/buns,canned beer,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,white bread,brown bread,pastry,waffles,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,whole milk,yogurt,frozen fish,rolls/buns,roll products ,flour,specialty fat,sugar,bottled water,soda,,,,,,,,,,,,,,,,,
frankfurter,whole milk,mustard,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,,
berries,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,yogurt,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,tropical fruit,berries,frozen vegetables,zwieback,dishes,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,butter,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,whole milk,domestic eggs,sugar,hygiene articles,light bulbs,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,yogurt,processed cheese,pickled vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chewing gum,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,berries,onions,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,spread cheese,pastry,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,
flour,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,whole milk,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,berries,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,cereals,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,packaged fruit/vegetables,yogurt,white wine,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
onions,whipped/sour cream,coffee,fruit/vegetable juice,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,
berries,butter,domestic eggs,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,white bread,pastry,specialty fat,sweet spreads,female sanitary products,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,hard cheese,long life bakery product,cooking chocolate,hygiene articles,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,root vegetables,herbs,other vegetables,canned beer,liquor (appetizer),shopping bags,,,,,,,,,,,,,,,,,,,,,,
dessert,frozen meals,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,beverages,hard cheese,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,cat food,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,packaged fruit/vegetables,yogurt,rolls/buns,misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,
ham,whole milk,rolls/buns,bottled water,white wine,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,chicken,other vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,beverages,brown bread,pastry,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,yogurt,brown bread,pastry,specialty chocolate,candy,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,rice,sparkling wine,hygiene articles,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,brown bread,canned fish,bottled water,canned beer,candles,,,,,,,,,,,,,,,,,,,,,,
photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,dessert,soft cheese,brown bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
chicken,yogurt,cream cheese ,specialty cheese,margarine,canned vegetables,soda,candy,hygiene articles,dishes,,,,,,,,,,,,,,,,,,,
soda,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,other vegetables,ice cream,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,butter,rice,bottled water,soda,canned beer,white wine,specialty chocolate,detergent,decalcifier,candles,,,,,,,,,,,,,,,,,
hard cheese,pasta,canned vegetables,canned fish,soda,,,,,,,,,,,,,,,,,,,,,,,,
curd,flour,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,whipped/sour cream,coffee,bottled water,soda,white wine,salty snack,hygiene articles,,,,,,,,,,,,,,,,,,,,,
cat food,canned beer,specialty chocolate,hygiene articles,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,nut snack,flower (seeds),,,,,,,,,,,,,,,,,,,,,,,,,,
fruit/vegetable juice,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,root vegetables,whole milk,curd,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,frozen vegetables,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,sliced cheese,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,pip fruit,grapes,bottled water,soda,bottled beer,cake bar,,,,,,,,,,,,,,,,,,,,
tropical fruit,mustard,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,margarine,soda,napkins,photo/film,,,,,,,,,,,,,,,,,,,,,,,,
butter,curd,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,UHT-milk,frozen fish,soda,fruit/vegetable juice,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,UHT-milk,canned vegetables,bottled water,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
chicken,packaged fruit/vegetables,butter,condensed milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,
beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candy,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,frozen vegetables,domestic eggs,soda,canned beer,liquor,shopping bags,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,tropical fruit,pip fruit,other vegetables,sliced cheese,hard cheese,frozen fish,rolls/buns,brown bread,pastry,sauces,organic products,canned fruit,popcorn,dental care,napkins,kitchen towels,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,canned beer,chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hamburger meat,beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,candles,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,frozen potato products,brown bread,semi-finished bread,salt,canned vegetables,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,dessert,whipped/sour cream,soda,,,,,,,,,,,,,,,,,,,,,,,,
pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,yogurt,canned fruit,,,,,,,,,,,,,,,,,,,,,,,,,,
pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,cream cheese ,frozen vegetables,soda,fruit/vegetable juice,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,onions,packaged fruit/vegetables,yogurt,napkins,,,,,,,,,,,,,,,,,,,,,,,
whole milk,bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,pork,whole milk,yogurt,hard cheese,spread cheese,rolls/buns,white bread,brown bread,pastry,chocolate,abrasive cleaner,dental care,napkins,newspapers,shopping bags,,,,,,,,,,,,,
soda,snack products,detergent,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,yogurt,soda,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
ham,root vegetables,onions,herbs,cream cheese ,zwieback,pot plants,,,,,,,,,,,,,,,,,,,,,,
sausage,misc. beverages,canned beer,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,white wine,,,,,,,,,,,,,,,,,,,,,,,,,,
semi-finished bread,bottled beer,liquor,candy,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,root vegetables,other vegetables,curd,yogurt,sliced cheese,cream cheese ,specialty cheese,frozen vegetables,domestic eggs,bottled water,,,,,,,,,,,,,,,,,
citrus fruit,rolls/buns,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,long life bakery product,waffles,napkins,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty chocolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,,,,,,
misc. beverages,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,butter,yogurt,cat food,coffee,bottled water,chocolate,specialty chocolate,,,,,,,,,,,,,,,,,,,,,
yogurt,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,beef,root vegetables,other vegetables,butter,yogurt,frozen vegetables,frozen meals,coffee,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,
frankfurter,tropical fruit,whole milk,cream cheese ,rolls/buns,pet care,bottled water,napkins,dishes,shopping bags,,,,,,,,,,,,,,,,,,,
frankfurter,onions,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,whipped/sour cream,beverages,hard cheese,cream cheese ,organic products,soda,misc. beverages,fruit/vegetable juice,liquor (appetizer),specialty chocolate,shopping bags,,,,,,,,,,,,,,,,
pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,packaged fruit/vegetables,soft cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,brown bread,pastry,sweet spreads,soda,newspapers,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,root vegetables,other vegetables,yogurt,UHT-milk,white bread,long life bakery product,chocolate,specialty bar,candy,,,,,,,,,,,,,,,,,,
pork,hamburger meat,citrus fruit,butter,yogurt,whipped/sour cream,hard cheese,frozen vegetables,white bread,Instant food products,fruit/vegetable juice,salty snack,candy,shopping bags,,,,,,,,,,,,,,,
sausage,tropical fruit,root vegetables,other vegetables,cream cheese ,pickled vegetables,candles,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,ice cream,rolls/buns,semi-finished bread,soda,,,,,,,,,,,,,,,,,,,,,,,,
coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,citrus fruit,tropical fruit,curd,dessert,processed cheese,margarine,soda,canned beer,napkins,,,,,,,,,,,,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,tropical fruit,pip fruit,processed cheese,spread cheese,curd cheese,bottled beer,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,dessert,whipped/sour cream,cream cheese ,salty snack,dishes,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,beef,tropical fruit,whole milk,curd,yogurt,rolls/buns,ready soups,cat food,,,,,,,,,,,,,,,,,,,,
root vegetables,herbs,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,onions,other vegetables,whole milk,butter milk,pickled vegetables,kitchen towels,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,hard cheese,cream cheese ,margarine,sugar,misc. beverages,detergent,dishes,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,cream cheese ,brown bread,,,,,,,,,,,,,,,,,,,,,,,,,
meat,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,yogurt,pastry,baking powder,long life bakery product,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,pip fruit,yogurt,condensed milk,cream cheese ,white bread,dish cleaner,hygiene articles,dishes,shopping bags,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,white bread,sparkling wine,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,bottled beer,candy,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,pastry,canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,bottled water,liquor (appetizer),,,,,,,,,,,,,,,,,,,,,,,,
beverages,cat food,dish cleaner,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,grapes,rolls/buns,pastry,fruit/vegetable juice,chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,
citrus fruit,grapes,whipped/sour cream,flour,margarine,sugar,soups,baking powder,long life bakery product,waffles,chocolate,specialty bar,dish cleaner,female sanitary products,cling film/bags,,,,,,,,,,,,,,
pastry,cake bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,bottled water,syrup,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,citrus fruit,bottled water,soda,misc. beverages,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,frozen meals,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,white bread,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,root vegetables,whole milk,butter,processed cheese,domestic eggs,bottled water,soda,hygiene articles,,,,,,,,,,,,,,,,,,,,
finished products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,tropical fruit,pip fruit,whole milk,white bread,,,,,,,,,,,,,,,,,,,,,,,
sausage,coffee,canned beer,liquor,red/blush wine,sparkling wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,
soda,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,semi-finished bread,zwieback,soda,canned beer,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,whole milk,yogurt,domestic eggs,chewing gum,,,,,,,,,,,,,,,,,,,,,,,,
napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,whole milk,beverages,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,root vegetables,whole milk,butter,whipped/sour cream,hard cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,
frankfurter,meat,pork,beef,berries,other vegetables,whole milk,domestic eggs,Instant food products,coffee,skin care,,,,,,,,,,,,,,,,,,
yogurt,soft cheese,rolls/buns,specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,beef,root vegetables,whole milk,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,sugar,baking powder,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whole milk,frozen vegetables,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,,,,,
whole milk,domestic eggs,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,other vegetables,whole milk,coffee,,,,,,,,,,,,,,,,,,,,,,,,
chicken,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,berries,other vegetables,whole milk,dessert,whipped/sour cream,cream cheese ,bottled water,,,,,,,,,,,,,,,,,,,,,
tropical fruit,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,hygiene articles,napkins,cling film/bags,,,,,,,,,,,,,,,,,,,,,,,,,
candy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,bottled water,white wine,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,mustard,bottled water,newspapers,,,,,,,,,,,,,,,,,,,,,,,,
coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,brown bread,bottled water,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,canned fish,bottled water,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,yogurt,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,white bread,fruit/vegetable juice,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,,,,
butter milk,salt,vinegar,cat food,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,other vegetables,whole milk,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,butter milk,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,,,,,
beef,tropical fruit,onions,whole milk,butter,yogurt,rolls/buns,brown bread,sauces,canned vegetables,bottled water,fruit/vegetable juice,canned beer,long life bakery product,specialty chocolate,,,,,,,,,,,,,,
chicken,root vegetables,margarine,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,liver loaf,whole milk,cream cheese ,rolls/buns,salt,,,,,,,,,,,,,,,,,,,,,,,
specialty bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,oil,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,tropical fruit,other vegetables,whole milk,yogurt,rolls/buns,bottled water,soda,bottled beer,newspapers,,,,,,,,,,,,,,,,,,
canned beer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,misc. beverages,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,
soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,citrus fruit,root vegetables,butter,domestic eggs,brown bread,margarine,sweet spreads,dental care,shopping bags,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,curd,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,
packaged fruit/vegetables,frozen fish,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,yogurt,pastry,seasonal products,male cosmetics,,,,,,,,,,,,,,,,,,,,,,,
soda,napkins,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,berries,sugar,candy,dishes,,,,,,,,,,,,,,,,,,,,,,,,
chicken,packaged fruit/vegetables,frozen vegetables,frozen meals,misc. beverages,newspapers,flower (seeds),,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,butter milk,brown bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,
flower soil/fertilizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,butter,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,hamburger meat,tropical fruit,whole milk,sliced cheese,rolls/buns,oil,Instant food products,soda,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,whole milk,domestic eggs,soda,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
